source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1,14,food,algeria,served to,1,arabculture
150,876,nile valley,egyptian sweets tradition,cultural region of,1,arabculture
14,877,algeria,sweet treat,receives,1,arabculture
14,878,algeria,catayef,buys,1,arabculture
878,1,catayef,food,sold by,1,arabculture
878,879,catayef,return home,consumed during,1,arabculture
150,880,nile valley,egyptian traditions,cultural region of,1,arabculture
150,881,nile valley,bringing date palm fruit home,practices,1,arabculture
14,1,algeria,food,shares,1,arabculture
1,150,food,nile valley,grows in,1,arabculture
1,312,food,fruit,is a type of,1,arabculture
14,882,algeria,tradition of eating jamees,passes down,1,arabculture
1,150,food,nile valley,preferred fruit,1,arabculture
46,1,mother,food,prepares snack for children,1,arabculture
14,139,algeria,free time,eats snack while watching cartoons,1,arabculture
1,150,food,nile valley,traditional snack,1,arabculture
46,883,mother,prepare snacks for children,cultural practice,1,arabculture
14,1,algeria,food,hold wedding celebrations,1,arabculture
150,14,nile valley,algeria,participate in,1,arabculture
14,884,algeria,festive events,feature,1,arabculture
1,885,food,furnishing new home,enjoys,1,arabculture
1,14,food,algeria,looks forward to,1,arabculture
68,1,bride,food,consults with,1,arabculture
68,1,bride,food,goes with,1,arabculture
150,888,nile valley,bridal beauty preparations,practices,1,arabculture
1,889,food,artist,specializes in,1,arabculture
1,890,food,for wedding celebration,invites friends,1,arabculture
80,893,groom,across music and dancing,walk with guests,1,arabculture
75,894,teacher,throughout celebration,accompany couple,1,arabculture
57,895,guests,music and dancing,participate in,1,arabculture
150,896,nile valley,with music and dance,hosts wedding celebrations,1,arabculture
897,14,men and women,algeria,dance together,1,arabculture
14,150,algeria,nile valley,feature music and dancing,1,arabculture
1,82,food,eid al-adha,buys sacrifice,1,arabculture
898,82,sacrifice,eid al-adha,prepared for slaughter,1,arabculture
14,82,algeria,eid al-adha,performs sacrifice,1,arabculture
82,150,eid al-adha,nile valley,celebrated in,2,arabculture
1,361,food,mawlid al-nabi,buys sweets for family,1,arabculture
14,361,algeria,mawlid al-nabi,receives sweets from father,1,arabculture
899,82,khadijah,eid al-adha,buys new clothes,1,arabculture
82,150,eid al-adha,nile valley,marks end of ramadan,1,arabculture
150,900,nile valley,with new clothes,celebrates eid,1,arabculture
901,902,new clothes,for eid,symbolizes renewal,1,arabculture
1,903,food,preparation for religious holidays,part of,1,arabculture
1,450,food,religion,observes,1,arabculture
904,14,shaima,algeria,prepares for,1,arabculture
905,599,shaima's family,preparation,participates in,1,arabculture
906,1,khubz al-kahk,food,included in,1,arabculture
907,1,biscuits,food,included in,1,arabculture
14,1,algeria,food,invoke slaughterer for sacrifice,1,arabculture
908,1,eid al-adha sacrifice,food,performed by,1,arabculture
14,82,algeria,eid al-adha,gather in living room,1,arabculture
909,910,living room,for family during holidays,common gathering space,1,arabculture
82,911,eid al-adha,islamic religious festival,marks,1,arabculture
1,912,food,sunday morning,celebrated on,1,arabculture
14,1,algeria,food,prepares sacrifice,1,arabculture
1,14,food,algeria,stands in front of,1,arabculture
1,82,food,eid al-adha,leads prayer,1,arabculture
1,913,food,distribute zakah al-fitr,prepares for,1,arabculture
914,82,zakah al-fitr,eid al-adha,distributed during,1,arabculture
14,915,algeria,for essential feast preparation,purchase incense,1,arabculture
916,917,egyptian feast,special dishes for eid al-adha,includes,1,arabculture
82,150,eid al-adha,nile valley,celebrated by,1,arabculture
918,919,incense,sacredness and purification,symbolizes,1,arabculture
1,150,food,nile valley,celebrated by,2,arabculture
1,921,food,sheikh,a role of,1,arabculture
653,150,sham al-nisim,nile valley,celebrated by,1,arabculture
1,922,food,spring celebration,symbol of,1,arabculture
1,923,food,preparing doll,expresses joy through,1,arabculture
924,925,mowaffak,lamb sacrifice with friends,enjoys watching,1,arabculture
150,926,nile valley,sham al-nisim celebrations,location of,1,arabculture
1,927,food,lamb sacrifice during sham al-nisim,participate in,1,arabculture
928,618,owners of mills,lamb,enjoy preparing,1,arabculture
618,653,lamb,sham al-nisim,prepared for,1,arabculture
653,150,sham al-nisim,nile valley,celebrated in,1,arabculture
653,1,sham al-nisim,food,non-religious festival,1,arabculture
1,150,food,nile valley,observed in,1,arabculture
929,930,mowaffaq,at six am,prepares for work,1,arabculture
1,931,food,work preparation,time for,1,arabculture
150,932,nile valley,egyptian work culture,cultural region of,1,arabculture
388,1,work,food,activity at,1,arabculture
1,933,food,to prepare for work,wakes up early,1,arabculture
1,388,food,work,gets ready,1,arabculture
14,935,algeria,east,wakes up facing,1,arabculture
14,388,algeria,work,prepares for,1,arabculture
1,936,food,getting ready,performs,1,arabculture
6,937,ramadan,preparing for work,includes,1,arabculture
14,386,algeria,university students,wakes up early for,1,arabculture
938,939,nile valley youth,academic attendance,prioritizes,1,arabculture
940,941,university-goer,early morning wake-up,follows routine of,1,arabculture
1,942,food,before going to work,wears clothes,1,arabculture
1,388,food,work,goes to,1,arabculture
150,943,nile valley,dressing for work,practices,1,arabculture
388,6,work,ramadan,activity,1,arabculture
14,944,algeria,helwan university,manages affairs,1,arabculture
14,945,algeria,administrative tasks,works alone,1,arabculture
946,150,samir and his classmates,nile valley,go to university for breakfast,1,arabculture
150,947,nile valley,morning meal together,practices,1,arabculture
14,948,algeria,breakfast at university,share,1,arabculture
949,950,egyptian students,collective morning routine,value,1,arabculture
1,388,food,work,returns from work,1,arabculture
1,951,food,fourth hour,returns from university,1,arabculture
1,952,food,after studying,feels tired,1,arabculture
150,953,nile valley,after classes,practices returning home,1,arabculture
954,955,egyptian men,returning home after studies,common activity,1,arabculture
1,956,food,long day,feels tired after work,1,arabculture
46,957,mother,from workplace,returns home after work,1,arabculture
46,171,mother,at home,prepares for cleaning,1,arabculture
120,1,household,food,involves cleaning,1,arabculture
958,959,nile valley women,cleaning after work,engage in,1,arabculture
1,120,food,household,decides to clean,1,arabculture
150,120,nile valley,household,practices cleaning,1,arabculture
14,120,algeria,household,value cleanliness,1,arabculture
1,120,food,household,performs,1,arabculture
960,961,nadeia,mobilier cleaning,finishes household tasks,1,arabculture
962,963,mobilier,after tasks completion,needs polishing,1,arabculture
14,964,algeria,in home maintenance,values cleanliness,1,arabculture
150,965,nile valley,thorough home care,practices,1,arabculture
1,150,food,nile valley,customary practice,2,arabculture
1,966,food,dunking,involves,1,arabculture
1,967,food,washing machine,washes clothes,1,arabculture
150,968,nile valley,domestic chores,practices,1,arabculture
1,969,food,重视卫生,体现,1,arabculture
1,970,food,日常习惯,反映,1,arabculture
1,971,food,youth gathering,prepares for,1,arabculture
14,972,algeria,nighttime social event,participates in,1,arabculture
14,973,algeria,spending free time together,enjoys,1,arabculture
150,974,nile valley,youth gatherings,hosts,1,arabculture
1,975,food,on her day off,prepares snacks and tea,1,arabculture
976,171,day off,at home,spends time,1,arabculture
14,977,algeria,with family,value leisure time,1,arabculture
978,171,snacks and tea,at home,symbolize hospitality,1,arabculture
14,979,algeria,ready for fun,wear clothes,1,arabculture
14,980,algeria,spend free time,go to amusement parks,1,arabculture
139,981,free time,at amusement parks,spent outdoors,1,arabculture
694,14,amusement parks,algeria,part of leisure activities,1,arabculture
982,983,khaleed and his friends,in the playground,decided to play football,1,arabculture
984,150,playground,nile valley,location for recreation,1,arabculture
139,985,free time,by young people,used for sports,1,arabculture
986,987,football,among youth,popular activity,1,arabculture
988,1,wael and his friends,food,decide to play,1,arabculture
1,139,food,free time,popular for entertainment,1,arabculture
150,989,nile valley,wael's community,location of activity,1,arabculture
139,1,free time,food,spent playing,1,arabculture
14,4,algeria,breakfast,gathered for meal,1,arabculture
1,4,food,breakfast,consisted of,1,arabculture
150,990,nile valley,family gathering for breakfast,common practice in,1,arabculture
14,991,algeria,value of family togetherness during meals,share,1,arabculture
992,1,mowaffak and the upper egyptians,food,gather for meal,1,arabculture
993,150,food gathering,nile valley,occurs in,1,arabculture
1,994,food,community bonds,strengthens,1,arabculture
73,995,cultural practice,gathering for food,involves,1,arabculture
1,996,food,at iftar time,intends to break fast,1,arabculture
997,998,iftar time,after sunset prayer,marks end of fasting,1,arabculture
6,999,ramadan,nile valley region,observed in,1,arabculture
1,1000,food,noor,met with,1,arabculture
1,1001,food,egyptian woman,is,1,arabculture
1002,1003,meeting,friendship,expresses,1,arabculture
150,14,nile valley,algeria,is home to,1,arabculture
1,1004,food,flower,smells,1,arabculture
1,1005,food,to ask,decides,1,arabculture
1,1006,food,man on road,meets,1,arabculture
14,1009,algeria,friend hana,repays debt,1,arabculture
14,1010,algeria,from friend hana,borrows money,1,arabculture
14,1011,algeria,in debts,values honesty,1,arabculture
14,1012,algeria,by repaying,satisfies obligation,1,arabculture
1,1013,food,friend's house,prepares for visit,1,arabculture
1,1014,food,for friend,takes gifts,1,arabculture
1016,1017,osman,his fiancée,buys gift for,1,arabculture
101,1,gifts,food,expresses love through,1,arabculture
150,1018,nile valley,gifting customs,practices,1,arabculture
1019,101,fiancée,gifts,receives,1,arabculture
1020,1,ahmed and omar,food,agree on meeting time,1,arabculture
150,1,nile valley,food,values punctuality,1,arabculture
1021,727,nader and ahmad,snake and ladder,play with,1,arabculture
727,1022,snake and ladder,good vs evil,symbolizes,1,arabculture
1023,1024,children in nile valley,playing at home,spend time,1,arabculture
14,1025,algeria,play musical chairs,gather with family,1,arabculture
1026,14,musical chairs,algeria,played by,1,arabculture
14,1027,algeria,playing games,come together for,1,arabculture
150,1028,nile valley,musical chairs game,cultural practice in,1,arabculture
1029,174,samer and her sisters,game,play with,1,arabculture
174,171,game,at home,take place in,1,arabculture
14,15,algeria,traditional dishes,engage in,1,arabculture
150,1030,nile valley,childhood games,cultural context for,1,arabculture
1,171,food,at home,played in,1,arabculture
1,1031,food,pochampally,originates from,1,diwali
1,1032,food,intricate patterns,features,6,diwali
1,1033,food,tie-dyeing warp and weft threads,technique,1,diwali
1,1034,food,pochampally and surrounding villages,practiced in,1,diwali
1,1035,food,mangalagiri town,originates from,1,diwali
1,815,food,cotton sarees,used for,1,diwali
1,1036,food,salwar suits,used for,1,diwali
1,1037,food,shirts,used for,1,diwali
1,1038,food,fine texture,characterized by,1,diwali
1,1039,food,durability,characterized by,2,diwali
1,1040,food,interlocked weft technique,woven using,1,diwali
1,1041,food,venkatagiri town,originates from,1,diwali
1,1042,food,soft texture and lightweight nature,characterized by,1,diwali
1,1043,food,cotton and silk yarn,woven with,1,diwali
1,1044,food,intricate designs,features,4,diwali
1,1045,food,sarees and salwar suits,used for,1,diwali
1,1046,food,uppada village,originates from,1,diwali
1047,1048,process,two weavers,requires,1,diwali
1,1049,food,jamdani work,features,1,diwali
1,1050,food,gold and silver zari,includes,1,diwali
1047,1051,process,one month,duration,1,diwali
1,1052,food,minyong sub-tribe,used by,1,diwali
1,1053,food,broken stripe pattern,characterized by,1,diwali
1,1054,food,geometric flower-like,includes motifs,1,diwali
1,1055,food,extra weft,woven in,1,diwali
1056,1057,apatani tribe,jackets and scarves,weaves,1,diwali
1,1058,food,disciplined aesthetic,reflects,1,diwali
1056,1,apatani tribe,food,values,2,diwali
1,1059,food,simple straight lines and stripes,features,1,diwali
1060,1,mishmi tribe,food,weaves,1,diwali
1,1061,food,intricate weaving patterns,contains,1,diwali
1,1062,food,complex designs,expresses,1,diwali
1,1063,food,upper subansiri district,resides in,1,diwali
1,1064,food,weaving traditions,known for,1,diwali
1,1065,food,traditional looms,uses,1,diwali
1,1066,food,straight lines and geometric patterns,features,1,diwali
1,1067,food,assamese culture,symbol of,1,diwali
1,1068,food,showing respect,used for,1,diwali
1,1069,food,bihu festival,part of,1,diwali
1,1070,food,distinctive patterns,features,3,diwali
1,1071,food,fabric for garments and accessories,serves as,1,diwali
1,1072,food,layers of cloth,made of,1,diwali
1,1073,food,providing warmth,used for,1,diwali
1,1074,food,colorful patterns,characterized by,1,diwali
1,1075,food,colder months,associated with,1,diwali
1076,1077,kashida embroidery,muzaffarpur,originates from,1,diwali
1,1032,food,intricate patterns,create,3,diwali
1032,1,intricate patterns,food,narrate,1,diwali
1076,1078,kashida embroidery,quilts and bedspreads,embroidered on,1,diwali
1076,1079,kashida embroidery,traditional form of embroidery,uses,1,diwali
1,1080,food,mythological and natural themes,depicts,1,diwali
1,816,food,handloom textiles,applied to,1,diwali
1,1081,food,decorative items,used for,1,diwali
1,1082,food,silk or cotton,made of,1,diwali
1,1083,food,female garments,used for,1,diwali
1,1084,food,baikunthpur,produced in,1,diwali
1,1085,food,striped cloth,type of,1,diwali
1,1086,food,lightweight,weight class,1,diwali
1,1087,food,52 motifs,incorporates,1,diwali
1,1088,food,bawan buti weave technique,use,1,diwali
1089,1090,fabric,richly patterned textile,becomes,1,diwali
1,1091,food,portuguese colonial period,originated from,1,diwali
1092,1093,goan artisans,"handkerchiefs, tablecloths, pillow covers, bedspreads",produce,1,diwali
1044,1094,intricate designs,european techniques with local aesthetics,blend,1,diwali
1,816,food,handloom textiles,produces,3,diwali
816,1095,handloom textiles,coastal heritage,reflect,1,diwali
816,1,handloom textiles,food,feature,1,diwali
816,1096,handloom textiles,traditional garments,used for,1,diwali
816,120,handloom textiles,household,used for,1,diwali
1,1097,food,rich weaving traditions,has,1,diwali
1098,1099,ajrakh,block-printing,uses technique,1,diwali
1098,1100,ajrakh,intricate geometric and floral,creates patterns,1,diwali
1098,1101,ajrakh,rich colors and symmetrical designs,distinguished by,1,diwali
1098,1102,ajrakh,kutch region,practiced in,1,diwali
1103,1104,dangasia community,tangaliya weaving technique,practices,1,diwali
1,1105,food,creating patterns of raised dots,involves,1,diwali
1,1106,food,contrasting colored threads,uses,1,diwali
1107,1108,tangaliya textiles,shawls and wraparound skirts,traditionally used as,1,diwali
1,1109,food,700 years,has history of,1,diwali
1,1110,food,checks in red or green,features,1,diwali
1,1111,food,black or dark steel grey,has color,1,diwali
1,1112,food,fringes on both sides,has,1,diwali
1,1113,food,gongadi blankets,used for,1,diwali
1076,1114,kashida embroidery,colorful threads,uses materials,1,diwali
1076,1115,kashida embroidery,mirrors,uses materials,1,diwali
1076,1116,kashida embroidery,beads,uses materials,1,diwali
1076,1,kashida embroidery,food,inspired by,1,diwali
1076,140,kashida embroidery,daily life,inspired by,1,diwali
1,1117,food,coarse cotton fabric,embroidered on,1,diwali
1,1118,food,"dupattas, shawls, headscarves",adorns,1,diwali
1,1119,food,intricate floral patterns,features,1,diwali
1,1120,food,bedcover or blanket,used as,1,diwali
1,815,food,cotton sarees,made from,1,diwali
1,1121,food,geometric patterns,features,1,diwali
1,1039,food,durability,valued for,1,diwali
1122,1,dhurrie,food,crafted in,2,diwali
1122,1,dhurrie,food,have vibrant colors,2,diwali
1122,1,dhurrie,food,feature geometric designs,2,diwali
1122,1,dhurrie,food,serve functional purpose,2,diwali
1122,1,dhurrie,food,serve decorative purpose,2,diwali
1,1122,food,dhurrie,produces,1,diwali
1122,1123,dhurrie,panja tool,named_after,1,diwali
1122,1032,dhurrie,intricate patterns,characterized_by,1,diwali
1122,1,dhurrie,food,sturdy_weave,1,diwali
1122,1124,dhurrie,panipat region,originates_from,1,diwali
1,1032,food,intricate patterns,feature,1,diwali
1,1032,food,intricate patterns,contain,1,diwali
1,1125,food,himachal pradesh,originates from,1,diwali
1,1126,food,wider patterns and decorations,features,1,diwali
1,1127,food,unique embroidery styles of himachal pradesh,reflects,1,diwali
1,1128,food,kinnaur district,originates from,1,diwali
1,1129,food,traditional kinnauri motifs,incorporates,1,diwali
1130,1,women of himachal pradesh,food,weave,1,diwali
1,1039,food,durability,known for,2,diwali
1,1131,food,simple yet elegant patterns,features,1,diwali
1,1032,food,intricate patterns,adorned with,1,diwali
1,1132,food,kharsawan-kuchai region,originates from,1,diwali
1,1133,food,unique texture,has characteristic,1,diwali
1,1134,food,natural sheen,has characteristic,1,diwali
1,1135,food,domestically and internationally,gains popularity,1,diwali
1,1136,food,bhagalpur region,originates from,1,diwali
1,1137,food,rich texture,has characteristic,1,diwali
1,1138,food,natural gold sheen,exhibits,1,diwali
1,1139,food,jharkhand border area,produced in,1,diwali
1,1140,food,natural dyes,use,1,diwali
1032,1141,intricate patterns,tribal art and nature,inspired_by,1,diwali
1142,1143,motifs,"flowers, animals, geometric shapes",include,1,diwali
1,1144,food,dokra weaving tradition,home_to,1,diwali
1145,1,santhal community,food,produces,1,diwali
1,1146,food,traditional patterns and motifs,characterized by,1,diwali
1,15,food,traditional dishes,integral to,1,diwali
1147,1,santhal tribe,food,wears,1,diwali
1,1148,food,towel,serves_as,1,diwali
1,1149,food,headscarf,serves_as,1,diwali
1,1150,food,loincloth,serves_as,1,diwali
1,1151,food,utilitarianism,reflects,1,diwali
1,1152,food,checked,has_pattern,1,diwali
1,1153,food,mysore,originates from,1,diwali
1,1154,food,smooth texture,characterized by,1,diwali
1,1155,food,gold zari borders,adorned with,1,diwali
1,1156,food,purity of silk,known for,1,diwali
1,1157,food,minimalist design,feature,1,diwali
1076,1158,kashida embroidery,karnataka,originates from,1,diwali
1076,1159,kashida embroidery,"gavanti, murgi, negi, menthi",uses stitches,1,diwali
1076,1160,kashida embroidery,"architecture, flora, fauna",inspired by,1,diwali
1076,1161,kashida embroidery,"ilkal sarees, blouses",found on,1,diwali
1,1162,food,"guledgudda, bagalkot district",originates from,1,diwali
1,815,food,cotton sarees,made of,1,diwali
1,1163,food,"elephants, peacocks, geometric shapes",features designs,1,diwali
1,1164,food,blouse material,used for,1,diwali
1,1165,food,two-piece garment,consists of,1,diwali
1,14,food,algeria,worn by,2,diwali
1,1166,food,white color with golden border,characterized by,1,diwali
1,1167,food,festivals like onam and vishu,used for,1,diwali
1168,1,malayali brides,food,wear,1,diwali
1,1169,food,two pieces,consists of,1,diwali
1,1170,food,white or cream base with golden border,features,1,diwali
1,1171,food,cultural importance,symbolizes,1,diwali
1,14,food,algeria,used in,1,diwali
1,1172,food,traditional and contemporary designs,features,1,diwali
1,1173,food,region's rich history and cultural diversity,inspired_by,1,diwali
1,1174,food,unique blend of traditional and contemporary designs,characterized_by,1,diwali
1,1175,food,bhairavgarh,originates from,1,diwali
1,1176,food,wax-resist dyeing technique,uses,1,diwali
1,1177,food,cultural tapestry of madhya pradesh,reflects,1,diwali
1,1178,food,floral and geometric designs,includes,1,diwali
1,1179,food,mud-resist hand-block printing,uses technique,1,diwali
1,1180,food,fabrics,creates patterns on,1,diwali
1,1181,food,clay and resin mixture,involves applying,1,diwali
1,1182,food,distinctive designs,results in,1,diwali
1,1183,food,"paithan, aurangabad",originates from,1,diwali
1,1184,food,rich silk fabric,made of,1,diwali
1,1185,food,intricate zari work,features,1,diwali
1,1032,food,intricate patterns,characterized by,2,diwali
1,1186,food,elaborate pallu designs,includes,1,diwali
1,1187,food,"motifs like peacocks, flowers, vines",depicts,1,diwali
1,1188,food,exquisite textile of maharashtra,considered,1,diwali
1,1189,food,aurangabad,originates from,1,diwali
1,1190,food,silk and cotton,blends materials,1,diwali
1,1191,food,intricate,produces patterns,1,diwali
1,1192,food,persian designs,reflects history,1,diwali
1,1193,food,luxury items,used for,1,diwali
1,1194,food,satin finish with bright stripes or patterns,features,1,diwali
1,1195,food,silk and cotton together,weaving technique,1,diwali
1,1196,food,comfortable cotton backing,provides,1,diwali
1,1197,food,confluence of ganga and yamuna,represents,1,diwali
1,1198,food,plain weaving,features,1,diwali
1,1199,food,dual-colored borders,has,1,diwali
1,1200,food,reversibly,can be worn,1,diwali
1,1201,food,kolhapur,originates from,1,diwali
1,1032,food,intricate patterns,uses,1,diwali
1,1202,food,cultural heritage of maharashtra,reflects,1,diwali
1,1203,food,unique weaving techniques,employs,1,diwali
1,1204,food,distinctive red borders,features,1,diwali
1,1032,food,intricate patterns,includes,1,diwali
1,1205,food,characteristic weaving technique,uses,1,diwali
1,1206,food,weaving traditions in maharashtra,influences,1,diwali
1,1207,food,lightweight texture,characterized by,1,diwali
1,1208,food,glossy transparency,possesses,1,diwali
1,1209,food,intricate motifs,features,1,diwali
1,1210,food,traditional designs,includes,1,diwali
1211,1,meitei women,food,wear,1,diwali
1,1212,food,handwoven fabric,made of,1,diwali
1,1213,food,moirang pheejin,features design,1,diwali
1,1214,food,pakhangba serpent's teeth,symbolizes,1,diwali
1,815,food,cotton sarees,woven from,1,diwali
1,1215,food,manipuri culture,holds significance,1,diwali
1,1216,food,handwoven textile,material,1,diwali
1,1217,food,red and black on white,color scheme,1,diwali
1,1218,food,muffler or stole,use,1,diwali
1,1219,food,meitei marriage,ceremony,1,diwali
1,1220,food,black or red base,embroidered on,1,diwali
1,1221,food,"animals, celestial bodies, traditional symbols",features motifs of,1,diwali
1,1222,food,shawl,historically presented as,1,diwali
1,1223,food,warriors and chiefs,honors,1,diwali
1,1224,food,craftswomen,embroidered by,1,diwali
1,1225,food,royalty,used for,1,diwali
1,1226,food,marriage ceremonies,popular during,1,diwali
1,1227,food,fine white cotton,characterized by,1,diwali
1,1228,food,transparent,textile type,1,diwali
1,1229,food,stitched fabric,made of,1,diwali
1,1230,food,manipuri households,found in,1,diwali
1,1231,food,white base with purple patterns,characterized by,1,diwali
1,1232,food,male royalty and high rank individuals,worn by,1,diwali
1,1233,food,royalty and high rank individuals,historical usage,1,diwali
1234,1,garo women,food,wear,1,diwali
1,1235,food,raw cotton,made of,1,diwali
1,1236,food,symmetrical designs,features,1,diwali
1,1237,food,wrap-around skirt,category,1,diwali
1,1238,food,garo attire,integral part of,1,diwali
1076,1239,kashida embroidery,meghalaya,practiced in,1,diwali
1076,1032,kashida embroidery,intricate patterns,characterized by,1,diwali
1076,1240,kashida embroidery,eri silk fabrics,stitched onto,1,diwali
1076,816,kashida embroidery,handloom textiles,adds aesthetic to,1,diwali
1076,14,kashida embroidery,algeria,unique to,1,diwali
1,1241,food,hand-spun cotton,is made from,1,diwali
1,1242,food,indigo and local leaves,uses dye from,1,diwali
1,15,food,traditional dishes,reflects,1,diwali
1,1243,food,meghalaya residents,is worn by,1,diwali
1,1244,food,above the bust,covers,1,diwali
1,1245,food,single piece of material,consists of,1,diwali
1,1246,food,shoulder,fastened at,1,diwali
1,1247,food,hand-woven fabrics,made from,1,diwali
1,1248,food,ceremonial occasions,worn during,1,diwali
1,1249,food,khasi female dress,associated with,1,diwali
1,1250,food,puan,type_of,1,diwali
1,14,food,algeria,worn_by,1,diwali
1,1251,food,festive_occasions,used_for,1,diwali
1,1252,food,elaborate_designs,features,1,diwali
1,1253,food,craftsmanship,indicates,1,diwali
1,1254,food,"black, red, and white stripes",characterized by,1,diwali
1,1255,food,important ceremonies and rituals,used for,1,diwali
1256,1,mizo,food,uses,1,diwali
136,1,hmaram,food,is made by,1,diwali
136,1070,hmaram,distinctive patterns,features,1,diwali
136,1,hmaram,food,uses vibrant colors,1,diwali
136,1257,hmaram,cultural ceremonies,used in,1,diwali
136,1258,hmaram,rich heritage of hmar community,represents,1,diwali
221,1259,algerian tribes,loin loom weaving,practiced,1,diwali
1260,1261,artisan,narrow strips of fabric,creates,1,diwali
1262,1263,strips,larger textiles,stitched together,1,diwali
816,1264,handloom textiles,tribal patterns and colors,feature,1,diwali
221,1265,algerian tribes,simple backstrap loom,use,1,diwali
1266,1,angami naga tribe,food,embroiders,1,diwali
1,1267,food,animal motifs,depicts,1,diwali
1,1268,food,valor and prosperity,symbolizes,1,diwali
1,15,food,traditional dishes,part of,2,diwali
1044,1,intricate designs,food,characterize,1,diwali
1032,1,intricate patterns,food,enhance,1,diwali
1269,1,ao naga men,food,wear,1,diwali
1,1270,food,cowrie shells,adorned with,1,diwali
1,1271,food,ao naga traditional attire,essential component,1,diwali
1,1272,food,berhampur,originates from,1,diwali
1,1273,food,'phoda kumbha' design,feature,1,diwali
1,1274,food,adorning deities,used for,1,diwali
1,1275,food,silk,material,1,diwali
1,1276,food,jamdani,practices,1,diwali
1276,1032,jamdani,intricate patterns,features,3,diwali
1276,1,jamdani,food,includes,2,diwali
1276,1178,jamdani,floral and geometric designs,includes,3,diwali
1276,1,jamdani,food,originally associated with,1,diwali
1,14,food,algeria,is worn by,1,diwali
1,1277,food,flared,has design,1,diwali
1,1278,food,short blouse,is paired with,1,diwali
1,1279,food,dupatta,is complemented by,1,diwali
1,1280,food,elaborate embroidery,includes,1,diwali
1,1281,food,mirror work,incorporates,1,diwali
1,1282,food,cotton fabrics,print patterns,1,diwali
1032,1283,intricate patterns,floral motifs,feature,1,diwali
1,1284,food,sanganer,originates from,1,diwali
1,1285,food,intricate detailing,use fine lines,1,diwali
1,1286,food,bridal wear,embellishes,1,diwali
1,1287,food,festive garments,embellishes,1,diwali
1,1288,food,gold or silver ribbon,uses,1,diwali
1,1289,food,elaborate patterns,creates,1,diwali
1098,1290,ajrakh,sindh region,originates from,1,diwali
1098,1,ajrakh,food,practiced in,1,diwali
1098,1291,ajrakh,multiple stages of dyeing and resist printing,involves,1,diwali
1098,1292,ajrakh,intricate geometric and floral patterns,results in,1,diwali
1,1293,food,rich textile heritage,reflects,1,diwali
1294,1,saurashtrian community,food,crafts,1,diwali
1,1295,food,distinctive dotted patterns,feature,1,diwali
1,815,food,cotton sarees,are made of,1,diwali
1,1296,food,lightweight and vibrant appeal,have,1,diwali
1297,1,madurai,food,originates,1,diwali
1,1298,food,chettinad region,originates from,1,diwali
1,1299,food,"bold checks, stripes, contrasting hues",features,1,diwali
1,815,food,cotton sarees,material,1,diwali
1,1300,food,"durability, vibrant color combinations",appreciated for,1,diwali
1,1032,food,intricate patterns,exhibits,2,diwali
1,1301,food,textile heritage,represents,1,diwali
1,1302,food,salem region,produced in,1,diwali
1,1303,food,marriages and festivals,used for,1,diwali
1,164,food,priest,quality known for,1,diwali
1,1304,food,local weaving community,specialty item of,1,diwali
1,1305,food,"arani, tamil nadu",originates from,1,diwali
1,1306,food,"rich colors, intricate designs",features,1,diwali
1,1253,food,craftsmanship,reflects,1,diwali
1,1307,food,tamil nadu's traditional textile repertoire,part of,1,diwali
1,1308,food,traditional weaving techniques,reflects,1,diwali
1309,815,coimbatore,cotton sarees,known for,1,diwali
815,1310,cotton sarees,quality and comfort,valued for,1,diwali
815,140,cotton sarees,daily life,suitable for,2,diwali
815,1311,cotton sarees,simple designs,feature,1,diwali
1,1312,food,textile diversity of tamil nadu,represents,1,diwali
1,1313,food,bhavani,originates from,1,diwali
1,1314,food,local artisans,crafted by,1,diwali
1,1315,food,durability and vibrant colors,known for,1,diwali
815,1316,cotton sarees,coimbatore region,originates from,1,diwali
815,1317,cotton sarees,soft texture and durability,characterized by,1,diwali
815,1032,cotton sarees,intricate patterns,features,1,diwali
1,1318,food,"hand painting, block printing, brocade weaving",blend techniques,1,diwali
1,1319,food,unique and intricate designs,result in,1,diwali
1,1320,food,tamil nadu's rich textile tradition,part of,1,diwali
1,1321,food,textile craftsmanship,practices,1,diwali
815,1322,cotton sarees,coimbatore district,woven in,1,diwali
815,1323,cotton sarees,self-designed jacquard pattern,features,1,diwali
815,1324,cotton sarees,subtle elegance,provides,1,diwali
815,1,cotton sarees,food,originates from,1,diwali
1325,1113,kuruma community,gongadi blankets,weaves,1,diwali
1113,1326,gongadi blankets,deccani sheep wool,made_from,1,diwali
1113,1327,gongadi blankets,pastoral lifestyle,reflects,1,diwali
1113,1039,gongadi blankets,durability,known_for,1,diwali
1328,1076,lambada tribe,kashida embroidery,practices,1,diwali
1076,1329,kashida embroidery,"vibrant threads, mirrors, and beadwork",uses,1,diwali
1076,1,kashida embroidery,food,adorns,1,diwali
1076,1330,kashida embroidery,cultural richness,expresses,1,diwali
1331,1,tribal women,food,wear,1,diwali
1,1070,food,distinctive patterns,characterized by,1,diwali
1,15,food,traditional dishes,integral part of,1,diwali
1,1332,food,lower garment,used as,1,diwali
1,1333,food,risa,combined with,1,diwali
1334,1,tripura,food,produces,1,diwali
1,1335,food,intricate weaving techniques,features,1,diwali
1,1336,food,vibrant fabrics,depicts,1,diwali
1,1337,food,nature-inspired motifs,includes,1,diwali
