node_id,label,level,cultural_group,domain,source_dataset,frequency
554,toasting in ghee,3,egypt,unknown,arabculture,1
555,consuming kenafeh,3,egypt,unknown,arabculture,1
556,ghee,3,egypt,unknown,arabculture,1
557,kenafeh dessert,3,egypt,unknown,arabculture,1
558,qatayef with tea,3,egypt,unknown,arabculture,1
559,qatayef,3,egypt,unknown,arabculture,1
560,egyptian customs,3,egypt,unknown,arabculture,1
561,occasionally mango,3,egypt,unknown,arabculture,1
562,mango consumption,3,egypt,unknown,arabculture,1
563,sweet and refreshing,3,egypt,unknown,arabculture,1
564,abed,3,egypt,unknown,arabculture,1
565,while watching movies,3,egypt,unknown,arabculture,1
566,masliyat,3,egypt,unknown,arabculture,1
567,with egyptians,3,egypt,unknown,arabculture,1
568,movie time,3,egypt,unknown,arabculture,1
569,snack consumption,3,egypt,unknown,arabculture,1
570,big bag of potato chips,3,egypt,unknown,arabculture,1
571,potato chips,3,egypt,unknown,arabculture,1
572,playtime,3,egypt,unknown,arabculture,1
573,in designated places,3,egypt,unknown,arabculture,1
574,wedding venues,3,egypt,unknown,arabculture,1
575,for celebrations,3,egypt,unknown,arabculture,1
576,egyptian wedding,3,egypt,unknown,arabculture,1
577,eating at weddings,3,egypt,unknown,arabculture,1
578,abundant food,3,egypt,unknown,arabculture,1
579,cultural practice of wedding feasts,3,egypt,unknown,arabculture,1
580,bridegroom,3,egypt,unknown,arabculture,1
581,bridesmaids' families,3,egypt,unknown,arabculture,1
582,between bridegroom and bridesmaids' families,3,egypt,unknown,arabculture,1
583,giving dowry,3,egypt,unknown,arabculture,1
584,in egyptian culture,3,egypt,unknown,arabculture,1
585,writing the book,3,egypt,unknown,arabculture,1
586,marriage preparation,3,egypt,unknown,arabculture,1
587,prioritize marriage preparation,3,egypt,unknown,arabculture,1
588,writing books for weddings,3,egypt,unknown,arabculture,1
589,book writing,3,egypt,unknown,arabculture,1
590,cultural importance of marriage,3,egypt,unknown,arabculture,1
591,special car,5,egypt,unknown,arabculture,4
592,reserving special car for wedding,3,egypt,unknown,arabculture,1
593,wealth and status,3,egypt,unknown,arabculture,1
594,bride's wedding,3,egypt,unknown,arabculture,1
595,the groom,3,egypt,unknown,arabculture,1
596,the bride,3,egypt,unknown,arabculture,1
597,to guests,3,egypt,unknown,arabculture,1
598,groom and bride equally,3,egypt,unknown,arabculture,1
599,preparation,2,egypt,unknown,arabculture,11
600,in urban areas,3,egypt,unknown,arabculture,1
601,during celebrations,3,egypt,unknown,arabculture,1
602,carbonated drinks,3,egypt,unknown,arabculture,1
603,at events,3,egypt,unknown,arabculture,1
604,solo dance,3,egypt,unknown,arabculture,1
605,special platform,3,egypt,unknown,arabculture,1
606,twice initially,3,egypt,unknown,arabculture,1
607,at end of celebration,3,egypt,unknown,arabculture,1
608,grouping genders,3,egypt,unknown,arabculture,1
609,rhythm,3,egypt,unknown,arabculture,1
610,wedding feasts,3,egypt,unknown,arabculture,1
611,wedding dances,3,egypt,unknown,arabculture,1
612,the groom and bride,3,egypt,unknown,arabculture,1
613,the nile valley,3,egypt,unknown,arabculture,1
614,wedding traditions,3,egypt,unknown,arabculture,1
615,the couple,3,egypt,unknown,arabculture,1
616,by sharing drinks,3,egypt,unknown,arabculture,1
617,days before religious holidays,3,egypt,unknown,arabculture,1
618,lamb,5,egypt,unknown,arabculture,4
619,religious holidays,3,egypt,unknown,arabculture,1
620,sacrifice lamb,3,egypt,unknown,arabculture,1
621,buying lamb for sacrifice,3,egypt,unknown,arabculture,1
622,eid al-adha preparations,3,egypt,unknown,arabculture,1
623,egyptian homes,3,egypt,unknown,arabculture,1
624,home cleaning for eid,3,egypt,unknown,arabculture,1
625,cleaning homes,3,egypt,unknown,arabculture,1
626,prayer after dawn,3,egypt,unknown,arabculture,1
627,prayer time,3,egypt,unknown,arabculture,1
628,dawn prayer,3,egypt,unknown,arabculture,1
629,festival prayer,3,egypt,unknown,arabculture,1
630,shortly after dawn,3,egypt,unknown,arabculture,1
631,religious festival,3,egypt,unknown,arabculture,1
632,prayer performance,3,egypt,unknown,arabculture,1
633,mosque sound system,3,egypt,unknown,arabculture,1
634,age counting,3,egypt,unknown,arabculture,1
635,religious celebrations,3,egypt,unknown,arabculture,1
636,age counting ceremony,3,egypt,unknown,arabculture,1
637,during festival days,3,egypt,unknown,arabculture,1
638,among community members,3,egypt,unknown,arabculture,1
639,festival days,3,egypt,unknown,arabculture,1
640,sharing meal,3,egypt,unknown,arabculture,1
641,spending,3,egypt,unknown,arabculture,1
642,for eid prayer,3,egypt,unknown,arabculture,1
643,eid prayer,3,egypt,unknown,arabculture,1
644,islamic celebration,3,egypt,unknown,arabculture,1
645,newabayas,3,egypt,unknown,arabculture,1
646,"purity, new beginnings",3,egypt,unknown,arabculture,1
647,wearing newabayas,3,egypt,unknown,arabculture,1
648,through gift exchange,3,egypt,unknown,arabculture,1
649,in carnival area,3,egypt,unknown,arabculture,1
650,muslims,3,egypt,unknown,arabculture,1
651,on capable muslims,3,egypt,unknown,arabculture,1
652,everyone,3,egypt,unknown,arabculture,1
653,sham al-nisim,2,egypt,unknown,arabculture,16
654,fisk and rinega on sham el-nessim,3,egypt,unknown,arabculture,1
655,non-religious egyptian holiday,3,egypt,unknown,arabculture,1
656,sham el-nessim celebrations,3,egypt,unknown,arabculture,1
657,fisk and rinega,3,egypt,unknown,arabculture,1
658,respect for mothers,3,egypt,unknown,arabculture,1
659,gifts on valentine's day,3,egypt,unknown,arabculture,1
660,romantic feelings,3,egypt,unknown,arabculture,1
661,eggs,3,egypt,unknown,arabculture,1
662,new life,3,egypt,unknown,arabculture,1
663,on fava bean cart,3,egypt,unknown,arabculture,1
664,fava bean breakfast tradition,3,egypt,unknown,arabculture,1
665,eating fava bean breakfast,3,egypt,unknown,arabculture,1
666,bicycle or car,3,egypt,unknown,arabculture,1
667,commuters,3,egypt,unknown,arabculture,1
668,motorized transport,3,egypt,unknown,arabculture,1
669,travel to work/study,3,egypt,unknown,arabculture,1
670,to parking,3,egypt,unknown,arabculture,1
671,commuting,3,egypt,unknown,arabculture,1
672,zamalek,3,egypt,unknown,arabculture,1
673,social bonding,3,egypt,unknown,arabculture,1
674,children eating shawarma made by mothers,3,egypt,unknown,arabculture,1
675,prepared food,3,egypt,unknown,arabculture,1
676,cafe after work,3,egypt,unknown,arabculture,1
677,social custom,3,egypt,unknown,arabculture,1
678,coffee with colleagues,3,egypt,unknown,arabculture,1
679,cafe,3,egypt,unknown,arabculture,1
680,after school,3,egypt,unknown,arabculture,1
681,twice a week or once a week,3,egypt,unknown,arabculture,1
682,in egyptian homes,3,egypt,unknown,arabculture,1
683,for cleanliness,3,egypt,unknown,arabculture,1
684,for egyptians,3,egypt,unknown,arabculture,1
685,furniture,3,egypt,unknown,arabculture,1
686,wooden items,3,egypt,unknown,arabculture,1
687,household routine,3,egypt,unknown,arabculture,1
688,polishing furniture,3,egypt,unknown,arabculture,1
689,once a week,3,egypt,unknown,arabculture,1
690,more often,3,egypt,unknown,arabculture,1
691,bathroom cleaning,3,egypt,unknown,arabculture,1
692,weekly or more,3,egypt,unknown,arabculture,1
693,evening leisure activities,3,egypt,unknown,arabculture,1
694,amusement parks,5,egypt,unknown,arabculture,4
695,watching movies,3,egypt,unknown,arabculture,1
696,right hand,3,egypt,unknown,arabculture,1
697,nile valley custom,3,egypt,unknown,arabculture,1
698,in the name of god,3,egypt,unknown,arabculture,1
699,food consumption,3,egypt,unknown,arabculture,1
700,saying 'in the name of god',3,egypt,unknown,arabculture,1
701,religious practice,3,egypt,unknown,arabculture,1
702,eating ritual,3,egypt,unknown,arabculture,1
703,saying 'in the name of god' before eating,3,egypt,unknown,arabculture,1
704,after eating,3,egypt,unknown,arabculture,1
705,drinking tea after meals,3,egypt,unknown,arabculture,1
706,peace be upon you,3,egypt,unknown,arabculture,1
707,public transportation,3,egypt,unknown,arabculture,1
708,houses,3,egypt,unknown,arabculture,1
709,places,3,egypt,unknown,arabculture,1
710,saving money,3,egypt,unknown,arabculture,1
711,bracket,3,egypt,unknown,arabculture,1
712,savings container,3,egypt,unknown,arabculture,1
713,traditional savings method,3,egypt,unknown,arabculture,1
714,relatives,3,egypt,unknown,arabculture,1
715,love and care,3,egypt,unknown,arabculture,1
716,gift-giving tradition,3,egypt,unknown,arabculture,1
717,waxed paper,3,egypt,unknown,arabculture,1
718,orderly manner,3,egypt,unknown,arabculture,1
719,twice a week,3,egypt,unknown,arabculture,1
720,hair washing tradition,3,egypt,unknown,arabculture,1
721,hair washing frequency,3,egypt,unknown,arabculture,1
722,personal hygiene,3,egypt,unknown,arabculture,1
723,egyptian siblings,3,egypt,unknown,arabculture,1
724,game of the king,3,egypt,unknown,arabculture,1
725,location,3,egypt,unknown,arabculture,1
726,animated figure,3,egypt,unknown,arabculture,1
727,snake and ladder,4,egypt,unknown,arabculture,5
728,board game,3,egypt,unknown,arabculture,1
729,buying cities,3,egypt,unknown,arabculture,1
730,bank transactions,3,egypt,unknown,arabculture,1
731,finance,3,egypt,unknown,arabculture,1
732,striking back,3,egypt,unknown,arabculture,1
733,back and forth,3,egypt,unknown,arabculture,1
734,electricity,3,egypt,unknown,arabculture,1
735,electricity game,3,egypt,unknown,arabculture,1
736,chase,3,egypt,unknown,arabculture,1
737,lightning,3,egypt,unknown,arabculture,1
738,streets and houses,3,egypt,unknown,arabculture,1
739,statue,3,egypt,unknown,arabculture,1
740,childhood play,3,egypt,unknown,arabculture,1
741,glass,3,egypt,unknown,arabculture,1
742,right side,3,egypt,unknown,arabculture,1
743,casket,3,egypt,unknown,arabculture,1
744,casket placement,3,egypt,unknown,arabculture,1
745,right-side burial,3,egypt,unknown,arabculture,1
746,coffin,3,egypt,unknown,arabculture,1
747,coffin carrying,3,egypt,unknown,arabculture,1
748,on behalf of deceased,3,egypt,unknown,arabculture,1
749,distributing alms,3,egypt,unknown,arabculture,1
750,dead person's spirit,3,egypt,unknown,arabculture,1
751,charitable donations,3,egypt,unknown,arabculture,1
752,living relatives,3,egypt,unknown,arabculture,1
753,almsgiving ceremonies,3,egypt,unknown,arabculture,1
754,to hold mourning ceremony,3,egypt,unknown,arabculture,1
755,uzail,3,egypt,unknown,arabculture,1
756,welcoming mourners,3,egypt,unknown,arabculture,1
757,attendees,3,egypt,unknown,arabculture,1
758,funeral ceremony,3,egypt,unknown,arabculture,1
759,rural areas,3,egypt,unknown,arabculture,1
760,for mourners,3,egypt,unknown,arabculture,1
761,quran,3,egypt,unknown,arabculture,1
762,during mourning,3,egypt,unknown,arabculture,1
763,café in upper egypt,3,egypt,unknown,arabculture,1
764,flute,3,egypt,unknown,arabculture,1
765,café,3,egypt,unknown,arabculture,1
766,upper egypt café,3,egypt,unknown,arabculture,1
767,flute playing,3,egypt,unknown,arabculture,1
768,3 to 5 members,3,egypt,unknown,arabculture,1
769,rayheen shayalin faidna,3,egypt,unknown,arabculture,1
770,song broadcast,3,egypt,unknown,arabculture,1
771,radio broadcasts,3,egypt,unknown,arabculture,1
772,during sham al-nessim,3,egypt,unknown,arabculture,1
773,upper egypt,3,egypt,unknown,arabculture,1
774,tahtheeb dance,3,egypt,unknown,arabculture,1
775,traditional movements,3,egypt,unknown,arabculture,1
776,mawalid and gatherings,3,egypt,unknown,arabculture,1
777,festivals and celebrations,3,egypt,unknown,arabculture,1
778,at celebrations,3,egypt,unknown,arabculture,1
779,folk dance,2,egypt,unknown,arabculture,17
780,festivities,3,egypt,unknown,arabculture,1
781,folk dancing,3,egypt,unknown,arabculture,1
782,egyptian cultural group,3,egypt,unknown,arabculture,1
783,weekend,3,egypt,unknown,arabculture,1
784,repairing home,3,egypt,unknown,arabculture,1
785,children's homework,3,egypt,unknown,arabculture,1
786,children's task completion,3,egypt,unknown,arabculture,1
787,with homework,3,egypt,unknown,arabculture,1
788,parental involvement in children's studies,3,egypt,unknown,arabculture,1
789,at family gatherings,3,egypt,unknown,arabculture,1
790,family gatherings,3,egypt,unknown,arabculture,7
791,advice,3,egypt,unknown,arabculture,1
792,counsel,3,egypt,unknown,arabculture,1
793,intergenerational support,3,egypt,unknown,arabculture,1
794,delta cities,3,egypt,unknown,arabculture,1
795,ismailia city,3,egypt,unknown,arabculture,1
796,mango trees,3,egypt,unknown,arabculture,1
797,planting pomegranate seeds,3,egypt,unknown,arabculture,1
798,pomegranate,3,egypt,unknown,arabculture,1
799,spring planting,3,egypt,unknown,arabculture,1
800,may to july,3,egypt,unknown,arabculture,1
801,extreme heat,3,egypt,unknown,arabculture,1
802,watermelon cultivation,3,egypt,unknown,arabculture,1
803,temperature,3,egypt,unknown,arabculture,1
804,watermelon planting,3,egypt,unknown,arabculture,1
805,some crops,3,egypt,unknown,arabculture,1
806,irrigation method,3,egypt,unknown,arabculture,1
807,irrigation,3,egypt,unknown,arabculture,1
808,nile river,3,egypt,unknown,arabculture,1
809,agricultural practices,3,egypt,unknown,arabculture,1
810,crop type,3,egypt,unknown,arabculture,1
811,september to november,3,egypt,unknown,arabculture,1
812,cotton harvest,3,egypt,unknown,arabculture,1
813,autumn,3,egypt,unknown,arabculture,1
814,cotton cultivation,3,egypt,unknown,arabculture,1
815,cotton sarees,2,egypt,unknown,arabculture,20
816,handloom textiles,2,egypt,unknown,arabculture,14
817,protection from harm,3,egypt,unknown,arabculture,1
818,fear of death,3,egypt,unknown,arabculture,1
819,li who,3,egypt,unknown,arabculture,1
820,died,3,egypt,unknown,arabculture,1
821,showing fear,3,egypt,unknown,arabculture,1
822,egyptian girl,3,egypt,unknown,arabculture,1
823,saying,3,egypt,unknown,arabculture,1
824,"""strike me and let my crying be before you""",3,egypt,unknown,arabculture,1
825,quick response,3,egypt,unknown,arabculture,1
826,nile valley culture,3,egypt,unknown,arabculture,1
827,enough of those coming in,3,egypt,unknown,arabculture,1
828,proverbial wisdom,3,egypt,unknown,arabculture,1
829,proverbs,3,egypt,unknown,arabculture,1
830,egyptian brothers,3,egypt,unknown,arabculture,1
831,younger ones,3,egypt,unknown,arabculture,1
832,siblings,3,egypt,unknown,arabculture,1
833,young siblings,3,egypt,unknown,arabculture,1
834,brother-sister relationship,3,egypt,unknown,arabculture,1
835,for recreation,3,egypt,unknown,arabculture,1
836,egyptian fathers,3,egypt,unknown,arabculture,1
837,fathers and children,3,egypt,unknown,arabculture,1
838,outdoor activities,3,egypt,unknown,arabculture,1
839,spending time together,3,egypt,unknown,arabculture,1
840,bedtime stories,3,egypt,unknown,arabculture,1
841,narrative tradition,3,egypt,unknown,arabculture,1
842,traditional breakfast,3,egypt,unknown,arabculture,1
843,fava beans for family breakfast,3,egypt,unknown,arabculture,1
844,family breakfast,3,egypt,unknown,arabculture,1
845,shared family breakfast customs,3,egypt,unknown,arabculture,1
846,daytime,3,egypt,unknown,arabculture,1
847,rawa,3,egypt,unknown,arabculture,1
848,gadaa (lunch),3,egypt,unknown,arabculture,1
849,hala,3,egypt,unknown,arabculture,1
850,shakshuka,3,egypt,unknown,arabculture,1
851,end of fasting,3,egypt,unknown,arabculture,1
852,meal together,3,egypt,unknown,arabculture,1
853,collective iftar,3,egypt,unknown,arabculture,1
854,samaah al-raqiq,3,egypt,unknown,arabculture,1
855,breaking fast during ramadan,3,egypt,unknown,arabculture,1
856,fasting from dawn to sunset,3,egypt,unknown,arabculture,1
857,cultural practices of breaking fast,3,egypt,unknown,arabculture,1
858,iftar dish,3,egypt,unknown,arabculture,1
859,this custom,3,egypt,unknown,arabculture,1
860,mudh mertha,3,egypt,unknown,arabculture,1
861,during iftar,3,egypt,unknown,arabculture,1
862,traditional iftar customs,3,egypt,unknown,arabculture,1
863,abir al-ajyeh,3,egypt,unknown,arabculture,1
864,eating ajyeh,3,egypt,unknown,arabculture,1
865,serving ajyeh for suhur,3,egypt,unknown,arabculture,1
866,recipe for ajyeh,3,egypt,unknown,arabculture,1
867,ramadan rituals,3,egypt,unknown,arabculture,1
868,serving suhour,3,egypt,unknown,arabculture,1
869,healthy start,3,egypt,unknown,arabculture,1
870,suhour table,3,egypt,unknown,arabculture,1
871,ramadan dawn fasting,3,egypt,unknown,arabculture,1
872,traditional suhour dishes,3,egypt,unknown,arabculture,1
873,boiled eggs for suhoor,3,egypt,unknown,arabculture,1
874,boiled eggs,3,egypt,unknown,arabculture,1
875,suhoor customs,3,egypt,unknown,arabculture,1
876,egyptian sweets tradition,3,egypt,unknown,arabculture,1
877,sweet treat,3,egypt,unknown,arabculture,1
878,catayef,4,egypt,unknown,arabculture,5
879,return home,3,egypt,unknown,arabculture,1
880,egyptian traditions,3,egypt,unknown,arabculture,1
881,bringing date palm fruit home,3,egypt,unknown,arabculture,1
882,tradition of eating jamees,3,egypt,unknown,arabculture,1
883,prepare snacks for children,3,egypt,unknown,arabculture,1
884,festive events,3,egypt,unknown,arabculture,1
885,furnishing new home,3,egypt,unknown,arabculture,1
886,新婚生活,3,egypt,unknown,arabculture,1
887,新房布置,3,egypt,unknown,arabculture,1
888,bridal beauty preparations,3,egypt,unknown,arabculture,1
889,artist,1,egypt,unknown,arabculture,53
890,for wedding celebration,3,egypt,unknown,arabculture,1
891,with friends,3,egypt,unknown,arabculture,1
892,night party,3,egypt,unknown,arabculture,1
893,across music and dancing,3,egypt,unknown,arabculture,1
894,throughout celebration,3,egypt,unknown,arabculture,1
895,music and dancing,3,egypt,unknown,arabculture,1
896,with music and dance,3,egypt,unknown,arabculture,1
897,men and women,3,egypt,unknown,arabculture,1
898,sacrifice,3,egypt,unknown,arabculture,1
899,khadijah,3,egypt,unknown,arabculture,1
900,with new clothes,3,egypt,unknown,arabculture,1
901,new clothes,3,egypt,unknown,arabculture,1
902,for eid,3,egypt,unknown,arabculture,1
903,preparation for religious holidays,3,egypt,unknown,arabculture,1
904,shaima,3,egypt,unknown,arabculture,1
905,shaima's family,3,egypt,unknown,arabculture,1
906,khubz al-kahk,3,egypt,unknown,arabculture,1
907,biscuits,3,egypt,unknown,arabculture,1
908,eid al-adha sacrifice,3,egypt,unknown,arabculture,1
909,living room,3,egypt,unknown,arabculture,1
910,for family during holidays,3,egypt,unknown,arabculture,1
911,islamic religious festival,3,egypt,unknown,arabculture,1
912,sunday morning,3,egypt,unknown,arabculture,1
913,distribute zakah al-fitr,3,egypt,unknown,arabculture,1
914,zakah al-fitr,3,egypt,unknown,arabculture,1
915,for essential feast preparation,3,egypt,unknown,arabculture,1
916,egyptian feast,3,egypt,unknown,arabculture,1
917,special dishes for eid al-adha,3,egypt,unknown,arabculture,1
918,incense,3,egypt,unknown,arabculture,1
919,sacredness and purification,3,egypt,unknown,arabculture,1
920,distributing meat,3,egypt,unknown,arabculture,1
921,sheikh,3,egypt,unknown,arabculture,1
922,spring celebration,3,egypt,unknown,arabculture,1
923,preparing doll,3,egypt,unknown,arabculture,1
924,mowaffak,3,egypt,unknown,arabculture,1
925,lamb sacrifice with friends,3,egypt,unknown,arabculture,1
926,sham al-nisim celebrations,3,egypt,unknown,arabculture,1
927,lamb sacrifice during sham al-nisim,3,egypt,unknown,arabculture,1
928,owners of mills,3,egypt,unknown,arabculture,1
929,mowaffaq,3,egypt,unknown,arabculture,1
930,at six am,3,egypt,unknown,arabculture,1
931,work preparation,3,egypt,unknown,arabculture,1
932,egyptian work culture,3,egypt,unknown,arabculture,1
933,to prepare for work,3,egypt,unknown,arabculture,1
934,time to start preparation,3,egypt,unknown,arabculture,1
935,east,3,egypt,unknown,arabculture,1
936,getting ready,3,egypt,unknown,arabculture,1
937,preparing for work,3,egypt,unknown,arabculture,1
938,nile valley youth,3,egypt,unknown,arabculture,1
939,academic attendance,3,egypt,unknown,arabculture,1
940,university-goer,3,egypt,unknown,arabculture,1
941,early morning wake-up,3,egypt,unknown,arabculture,1
942,before going to work,3,egypt,unknown,arabculture,1
943,dressing for work,3,egypt,unknown,arabculture,1
944,helwan university,3,egypt,unknown,arabculture,1
945,administrative tasks,3,egypt,unknown,arabculture,1
946,samir and his classmates,3,egypt,unknown,arabculture,1
947,morning meal together,3,egypt,unknown,arabculture,1
948,breakfast at university,3,egypt,unknown,arabculture,1
949,egyptian students,3,egypt,unknown,arabculture,1
950,collective morning routine,3,egypt,unknown,arabculture,1
951,fourth hour,3,egypt,unknown,arabculture,1
952,after studying,3,egypt,unknown,arabculture,1
953,after classes,3,egypt,unknown,arabculture,1
954,egyptian men,3,egypt,unknown,arabculture,1
955,returning home after studies,3,egypt,unknown,arabculture,1
956,long day,3,egypt,unknown,arabculture,1
957,from workplace,3,egypt,unknown,arabculture,1
958,nile valley women,3,egypt,unknown,arabculture,1
959,cleaning after work,3,egypt,unknown,arabculture,1
960,nadeia,3,egypt,unknown,arabculture,1
961,mobilier cleaning,3,egypt,unknown,arabculture,1
962,mobilier,3,egypt,unknown,arabculture,1
963,after tasks completion,3,egypt,unknown,arabculture,1
964,in home maintenance,3,egypt,unknown,arabculture,1
965,thorough home care,3,egypt,unknown,arabculture,1
966,dunking,3,egypt,unknown,arabculture,1
967,washing machine,3,egypt,unknown,arabculture,1
968,domestic chores,3,egypt,unknown,arabculture,1
969,重视卫生,3,egypt,unknown,arabculture,1
970,日常习惯,3,egypt,unknown,arabculture,1
971,youth gathering,3,egypt,unknown,arabculture,1
972,nighttime social event,3,egypt,unknown,arabculture,1
973,spending free time together,3,egypt,unknown,arabculture,1
974,youth gatherings,3,egypt,unknown,arabculture,1
975,on her day off,3,egypt,unknown,arabculture,1
976,day off,3,egypt,unknown,arabculture,1
977,with family,3,egypt,unknown,arabculture,1
978,snacks and tea,3,egypt,unknown,arabculture,1
979,ready for fun,3,egypt,unknown,arabculture,1
980,spend free time,3,egypt,unknown,arabculture,1
981,at amusement parks,3,egypt,unknown,arabculture,1
982,khaleed and his friends,3,egypt,unknown,arabculture,1
983,in the playground,3,egypt,unknown,arabculture,1
984,playground,3,egypt,unknown,arabculture,1
985,by young people,3,egypt,unknown,arabculture,1
986,football,2,egypt,unknown,arabculture,19
987,among youth,3,egypt,unknown,arabculture,1
988,wael and his friends,3,egypt,unknown,arabculture,1
989,wael's community,3,egypt,unknown,arabculture,1
990,family gathering for breakfast,3,egypt,unknown,arabculture,1
991,value of family togetherness during meals,3,egypt,unknown,arabculture,1
992,mowaffak and the upper egyptians,3,egypt,unknown,arabculture,1
993,food gathering,3,egypt,unknown,arabculture,1
994,community bonds,3,egypt,unknown,arabculture,1
995,gathering for food,3,egypt,unknown,arabculture,1
996,at iftar time,3,egypt,unknown,arabculture,1
997,iftar time,3,egypt,unknown,arabculture,1
998,after sunset prayer,3,egypt,unknown,arabculture,1
999,nile valley region,3,egypt,unknown,arabculture,1
1000,noor,3,egypt,unknown,arabculture,1
1001,egyptian woman,3,egypt,unknown,arabculture,1
1002,meeting,3,egypt,unknown,arabculture,1
1003,friendship,3,egypt,unknown,arabculture,1
1004,flower,3,egypt,unknown,arabculture,7
1005,to ask,3,egypt,unknown,arabculture,1
1006,man on road,3,egypt,unknown,arabculture,1
1007,emotional,5,egypt,unknown,arabculture,4
1008,prepare her daughter,3,egypt,unknown,arabculture,1
1009,friend hana,3,egypt,unknown,arabculture,1
1010,from friend hana,3,egypt,unknown,arabculture,1
1011,in debts,3,egypt,unknown,arabculture,1
1012,by repaying,3,egypt,unknown,arabculture,1
1013,friend's house,3,egypt,unknown,arabculture,1
1014,for friend,3,egypt,unknown,arabculture,1
1015,between friends,3,egypt,unknown,arabculture,1
1016,osman,3,egypt,unknown,arabculture,1
1017,his fiancée,3,egypt,unknown,arabculture,1
1018,gifting customs,3,egypt,unknown,arabculture,1
1019,fiancée,3,egypt,unknown,arabculture,1
1020,ahmed and omar,3,egypt,unknown,arabculture,1
1021,nader and ahmad,3,egypt,unknown,arabculture,1
1022,good vs evil,3,egypt,unknown,arabculture,1
1023,children in nile valley,3,egypt,unknown,arabculture,1
1024,playing at home,3,egypt,unknown,arabculture,1
1025,play musical chairs,3,egypt,unknown,arabculture,1
1026,musical chairs,3,egypt,unknown,arabculture,1
1027,playing games,3,egypt,unknown,arabculture,1
1028,musical chairs game,3,egypt,unknown,arabculture,1
1029,samer and her sisters,3,egypt,unknown,arabculture,1
1030,childhood games,3,egypt,unknown,arabculture,1
1031,pochampally,3,andhra pradesh,unknown,diwali,1
1032,intricate patterns,1,andhra pradesh,unknown,diwali,32
1033,tie-dyeing warp and weft threads,3,andhra pradesh,unknown,diwali,1
1034,pochampally and surrounding villages,3,andhra pradesh,unknown,diwali,1
1035,mangalagiri town,3,andhra pradesh,unknown,diwali,1
1036,salwar suits,3,andhra pradesh,unknown,diwali,1
1037,shirts,3,andhra pradesh,unknown,diwali,1
1038,fine texture,3,andhra pradesh,unknown,diwali,1
1039,durability,4,andhra pradesh,unknown,diwali,6
1040,interlocked weft technique,3,andhra pradesh,unknown,diwali,1
1041,venkatagiri town,3,andhra pradesh,unknown,diwali,1
1042,soft texture and lightweight nature,3,andhra pradesh,unknown,diwali,1
1043,cotton and silk yarn,3,andhra pradesh,unknown,diwali,1
1044,intricate designs,3,andhra pradesh,unknown,diwali,9
1045,sarees and salwar suits,3,andhra pradesh,unknown,diwali,1
1046,uppada village,3,andhra pradesh,unknown,diwali,1
1047,process,3,andhra pradesh,unknown,diwali,7
1048,two weavers,3,andhra pradesh,unknown,diwali,1
1049,jamdani work,3,andhra pradesh,unknown,diwali,1
1050,gold and silver zari,3,andhra pradesh,unknown,diwali,1
1051,one month,3,andhra pradesh,unknown,diwali,1
1052,minyong sub-tribe,3,arunachal pradesh,unknown,diwali,1
1053,broken stripe pattern,3,arunachal pradesh,unknown,diwali,1
1054,geometric flower-like,3,arunachal pradesh,unknown,diwali,1
1055,extra weft,3,arunachal pradesh,unknown,diwali,1
1056,apatani tribe,5,arunachal pradesh,unknown,diwali,4
1057,jackets and scarves,3,arunachal pradesh,unknown,diwali,1
1058,disciplined aesthetic,3,arunachal pradesh,unknown,diwali,1
1059,simple straight lines and stripes,3,arunachal pradesh,unknown,diwali,1
1060,mishmi tribe,3,arunachal pradesh,unknown,diwali,1
1061,intricate weaving patterns,3,arunachal pradesh,unknown,diwali,1
1062,complex designs,3,arunachal pradesh,unknown,diwali,1
1063,upper subansiri district,3,arunachal pradesh,unknown,diwali,1
1064,weaving traditions,3,arunachal pradesh,unknown,diwali,1
1065,traditional looms,3,arunachal pradesh,unknown,diwali,1
1066,straight lines and geometric patterns,3,arunachal pradesh,unknown,diwali,1
1067,assamese culture,3,assam,unknown,diwali,1
1068,showing respect,3,assam,unknown,diwali,1
1069,bihu festival,3,assam,unknown,diwali,1
1070,distinctive patterns,4,assam,unknown,diwali,5
1071,fabric for garments and accessories,3,assam,unknown,diwali,1
1072,layers of cloth,3,assam,unknown,diwali,1
1073,providing warmth,3,assam,unknown,diwali,1
1074,colorful patterns,3,assam,unknown,diwali,1
1075,colder months,3,assam,unknown,diwali,1
1076,kashida embroidery,1,bihar,unknown,diwali,33
1077,muzaffarpur,3,bihar,unknown,diwali,1
1078,quilts and bedspreads,3,bihar,unknown,diwali,1
1079,traditional form of embroidery,3,bihar,unknown,diwali,1
1080,mythological and natural themes,3,bihar,unknown,diwali,1
1081,decorative items,3,bihar,unknown,diwali,1
1082,silk or cotton,3,bihar,unknown,diwali,1
1083,female garments,3,bihar,unknown,diwali,1
1084,baikunthpur,3,bihar,unknown,diwali,1
1085,striped cloth,3,bihar,unknown,diwali,1
1086,lightweight,3,bihar,unknown,diwali,1
1087,52 motifs,3,bihar,unknown,diwali,1
1088,bawan buti weave technique,3,bihar,unknown,diwali,1
1089,fabric,3,bihar,unknown,diwali,1
1090,richly patterned textile,3,bihar,unknown,diwali,1
1091,portuguese colonial period,3,goa,unknown,diwali,1
1092,goan artisans,3,goa,unknown,diwali,1
1093,"handkerchiefs, tablecloths, pillow covers, bedspreads",3,goa,unknown,diwali,1
