source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
795,797,wedding celebration equality,communal food preparation and distribution,balances,1,arabculture
716,799,egyptian,wedding celebration customs,manifests_in,1,arabculture
799,800,wedding celebration customs,sweets and carbonated beverages,manifests_in,1,arabculture
63,716,tradition,egyptian,originates_from,2,arabculture
716,801,egyptian,wedding celebration ritual,manifests_in,1,arabculture
801,802,wedding celebration ritual,couple's first dance,manifests_in,1,arabculture
801,803,wedding celebration ritual,couple's closing dance,manifests_in,1,arabculture
802,804,couple's first dance,designated dance platform,contextualizes,1,arabculture
716,73,egyptian,wedding celebration,manifests_in,3,arabculture
73,805,wedding celebration,gender separation at weddings,manifests_in,1,arabculture
805,806,gender separation at weddings,segregating men and women,manifests_in,1,arabculture
716,483,egyptian,wedding celebration practices,manifests_in,1,arabculture
483,807,wedding celebration practices,dancing at weddings,manifests_in,1,arabculture
716,808,egyptian,wedding ceremony rituals,manifests_in,1,arabculture
808,809,wedding ceremony rituals,bride and groom exchange sherbet,manifests_in,1,arabculture
716,810,egyptian,religious sacrifice ritual,manifests_in,1,arabculture
810,811,religious sacrifice ritual,purchasing sheep for eid,manifests_in,1,arabculture
812,811,pre-festival preparation,purchasing sheep for eid,contextualizes,1,arabculture
0,30,human,religion,influences,2,arabculture
716,485,egyptian,eid al-adha preparation,manifests_in,2,arabculture
485,813,eid al-adha preparation,cooking egyptian fattah,honors,1,arabculture
813,814,cooking egyptian fattah,fattah on eid morning,manifests_in,1,arabculture
716,487,egyptian,eid al-fitr preparation,manifests_in,2,arabculture
487,815,eid al-fitr preparation,purchasing sweets and chocolate,manifests_in,1,arabculture
815,816,purchasing sweets and chocolate,offering treats to visitors,manifests_in,1,arabculture
716,817,egyptian,pre-holiday home preparation,manifests_in,1,arabculture
817,818,pre-holiday home preparation,cleaning houses and courtyards,manifests_in,1,arabculture
122,817,religious holiday observance,pre-holiday home preparation,influences,1,arabculture
716,819,egyptian,eid prayer observance,manifests_in,2,arabculture
819,820,eid prayer observance,eid prayer after dawn,manifests_in,1,arabculture
821,820,fajr prayer timing,eid prayer after dawn,contextualizes,1,arabculture
716,822,egyptian,religious festival participation,manifests_in,1,arabculture
822,823,religious festival participation,children reciting takbir with imam,manifests_in,1,arabculture
823,824,children reciting takbir with imam,mosque loudspeaker amplification,manifests_in,1,arabculture
716,825,egyptian,meat distribution during religious holidays,manifests_in,1,arabculture
825,826,meat distribution during religious holidays,distributing meat on feast days,manifests_in,1,arabculture
716,827,egyptian,eid celebration customs,manifests_in,1,arabculture
827,828,eid celebration customs,giving money to children,manifests_in,1,arabculture
828,829,giving money to children,buying toys after eid prayer,manifests_in,1,arabculture
31,830,arab,celebrating prophet's birthday,manifests_in,1,arabculture
830,831,celebrating prophet's birthday,father purchases sweets,manifests_in,1,arabculture
17,832,family,paternal gift-giving,manifests_in,1,arabculture
832,833,paternal gift-giving,sweets as celebration food,manifests_in,1,arabculture
830,832,celebrating prophet's birthday,paternal gift-giving,influences,1,arabculture
716,834,egyptian,religious festival observance,manifests_in,1,arabculture
834,835,religious festival observance,wearing new garments for eid prayer,manifests_in,1,arabculture
835,836,wearing new garments for eid prayer,new abaya,manifests_in,1,arabculture
63,716,tradition,egyptian,varies_by,4,arabculture
716,517,egyptian,religious holiday customs,manifests_in,1,arabculture
517,837,religious holiday customs,exchanging eidiyyah gifts,manifests_in,1,arabculture
504,517,islamic holidays,religious holiday customs,contextualizes,1,arabculture
716,838,egyptian,religious holiday celebrations,manifests_in,1,arabculture
838,839,religious holiday celebrations,family gathering in eid fair,influences,1,arabculture
839,840,family gathering in eid fair,parents take children to swings,manifests_in,1,arabculture
840,841,parents take children to swings,hara al-eid swing grounds,manifests_in,1,arabculture
31,842,arab,islamic obligation during eid,manifests_in,1,arabculture
842,843,islamic obligation during eid,zakat al-fitr almsgiving,manifests_in,1,arabculture
716,844,egyptian,fasting on day of arafah,manifests_in,1,arabculture
844,485,fasting on day of arafah,eid al-adha preparation,contextualizes,1,arabculture
485,845,eid al-adha preparation,fasting before eid al-adha,manifests_in,1,arabculture
716,846,egyptian,eating fermented fish during celebrations,manifests_in,1,arabculture
847,846,shom el-nessim holiday,eating fermented fish during celebrations,contextualizes,1,arabculture
846,848,eating fermented fish during celebrations,purchasing fesikh and herring,manifests_in,1,arabculture
716,849,egyptian,celebration eating traditions,manifests_in,1,arabculture
849,850,celebration eating traditions,shm el-nessim festival,contextualizes,1,arabculture
850,851,shm el-nessim festival,eating fesikh and ringa,manifests_in,1,arabculture
716,852,egyptian,secular holiday celebration,manifests_in,2,arabculture
852,853,secular holiday celebration,mother's day in march,manifests_in,1,arabculture
716,854,egyptian,non-religious holiday celebrations,manifests_in,1,arabculture
854,855,non-religious holiday celebrations,valentine's day celebration,manifests_in,1,arabculture
855,856,valentine's day celebration,youth participation in love day,manifests_in,1,arabculture
716,857,egyptian,shm el-nessim celebration,manifests_in,1,arabculture
857,858,shm el-nessim celebration,coloring eggs,manifests_in,1,arabculture
857,859,shm el-nessim celebration,baking molokhia bread,manifests_in,1,arabculture
716,860,egyptian,morning coffee preparation,manifests_in,1,arabculture
860,861,morning coffee preparation,coffee before work,contextualizes,1,arabculture
165,863,daily routine,youth morning ritual,manifests_in,1,arabculture
863,861,youth morning ritual,coffee before work,influences,1,arabculture
716,864,egyptian,morning breakfast ritual,manifests_in,1,arabculture
864,865,morning breakfast ritual,fava bean cart breakfast,manifests_in,1,arabculture
866,864,before work or school,morning breakfast ritual,contextualizes,1,arabculture
170,716,economy,egyptian,contextualizes,6,arabculture
716,867,egyptian,daily commute fuel preparation,manifests_in,1,arabculture
867,868,daily commute fuel preparation,refueling motorcycle or car,manifests_in,1,arabculture
0,716,human,egyptian,manifests_in,9,arabculture
716,869,egyptian,commuting to work or study,manifests_in,1,arabculture
869,870,commuting to work or study,walking to bus stop,manifests_in,1,arabculture
255,869,community,commuting to work or study,contextualizes,1,arabculture
255,716,community,egyptian,contextualizes,4,arabculture
716,871,egyptian,workplace bonding through shared meals,manifests_in,1,arabculture
871,872,workplace bonding through shared meals,colleagues eating lunch together,manifests_in,1,arabculture
17,716,family,egyptian,originates_from,2,arabculture
716,875,egyptian,maternal care during work study,manifests_in,1,arabculture
875,873,maternal care during work study,mothers prepare packed meals,manifests_in,1,arabculture
873,874,mothers prepare packed meals,sandwiches for work and study,manifests_in,1,arabculture
17,1,family,food,influences,1,arabculture
0,716,human,egyptian,originates_from,2,arabculture
716,876,egyptian,male social gathering after work,manifests_in,1,arabculture
876,877,male social gathering after work,visiting coffeehouse,manifests_in,1,arabculture
255,876,community,male social gathering after work,contextualizes,1,arabculture
0,716,human,egyptian,contextualizes,3,arabculture
716,878,egyptian,male youth socialization,manifests_in,1,arabculture
878,879,male youth socialization,boys play after school,manifests_in,1,arabculture
716,880,egyptian,women's domestic responsibilities,manifests_in,1,arabculture
880,881,women's domestic responsibilities,cooking after work,manifests_in,1,arabculture
881,1,cooking after work,food,originates_from,1,arabculture
716,882,egyptian,women's household duties,manifests_in,1,arabculture
882,883,women's household duties,laundry management,manifests_in,1,arabculture
883,884,laundry management,hanging wet clothes to dry,manifests_in,1,arabculture
885,884,electric washing machine use,hanging wet clothes to dry,influences,1,arabculture
716,886,egyptian,household cleaning practices,manifests_in,1,arabculture
886,887,household cleaning practices,daily or alternate-day sweeping,manifests_in,1,arabculture
716,888,egyptian,household cleaning routine,manifests_in,1,arabculture
888,889,household cleaning routine,sweeping house weekly,manifests_in,1,arabculture
716,890,egyptian,household maintenance practices,manifests_in,1,arabculture
890,891,household maintenance practices,weekly furniture polishing,manifests_in,1,arabculture
716,892,egyptian,household cleanliness norms,manifests_in,1,arabculture
892,893,household cleanliness norms,weekly bathroom cleaning,manifests_in,1,arabculture
716,894,egyptian,evening socializing and games,manifests_in,1,arabculture
894,895,evening socializing and games,home-based leisure activities,manifests_in,1,arabculture
894,896,evening socializing and games,staying awake late,manifests_in,1,arabculture
575,716,leisure,egyptian,contextualizes,4,arabculture
716,897,egyptian,leisure time socialization,manifests_in,1,arabculture
897,898,leisure time socialization,visiting public gardens,manifests_in,1,arabculture
897,899,leisure time socialization,visiting amusement parks,manifests_in,1,arabculture
716,900,egyptian,dining out during free time,manifests_in,1,arabculture
900,901,dining out during free time,visiting restaurants,manifests_in,1,arabculture
575,902,leisure,home entertainment practices,contextualizes,1,arabculture
902,903,home entertainment practices,watching films at home,manifests_in,1,arabculture
902,904,home entertainment practices,snacks and refreshments,manifests_in,1,arabculture
716,586,egyptian,eating etiquette,manifests_in,1,arabculture
586,905,eating etiquette,using right hand to eat,manifests_in,1,arabculture
716,906,egyptian,pre-meal religious invocation,manifests_in,1,arabculture
906,907,pre-meal religious invocation,saying bismillah before eating,manifests_in,1,arabculture
44,906,islamic practice,pre-meal religious invocation,originates_from,1,arabculture
30,1,religion,food,influences,1,arabculture
716,909,egyptian,post-meal beverage ritual,manifests_in,1,arabculture
909,910,post-meal beverage ritual,drinking tea after meals,manifests_in,1,arabculture
342,31,language,arab,contextualizes,2,arabculture
31,911,arab,greeting customs,manifests_in,1,arabculture
911,595,greeting customs,assalamu alaikum greeting,manifests_in,1,arabculture
911,912,greeting customs,entering shared spaces,contextualizes,1,arabculture
716,913,egyptian,spousal communication norms,manifests_in,1,arabculture
913,914,spousal communication norms,wife contacts husband for household requests,manifests_in,1,arabculture
716,915,egyptian,household savings practices,manifests_in,1,arabculture
915,916,household savings practices,repurposed jar piggy bank,manifests_in,1,arabculture
716,917,egyptian,gift giving on anniversary,manifests_in,1,arabculture
917,919,gift giving on anniversary,marriage anniversary celebration,manifests_in,1,arabculture
918,919,husband gifts wife,marriage anniversary celebration,manifests_in,1,arabculture
17,920,family,gift-giving on birthdays,manifests_in,1,arabculture
716,920,egyptian,gift-giving on birthdays,originates_from,1,arabculture
920,921,gift-giving on birthdays,mothers and relatives give gifts,manifests_in,1,arabculture
920,922,gift-giving on birthdays,birthday celebration,contextualizes,1,arabculture
716,220,egyptian,gift giving customs,manifests_in,1,arabculture
220,924,gift giving customs,wrapping gifts with colored paper,manifests_in,1,arabculture
227,716,health,egyptian,contextualizes,1,arabculture
716,231,egyptian,personal grooming practices,manifests_in,1,arabculture
231,925,personal grooming practices,hair washing twice weekly,manifests_in,1,arabculture
716,926,egyptian,sibling play and bonding,manifests_in,2,arabculture
926,927,sibling play and bonding,order of the king game,manifests_in,1,arabculture
716,928,egyptian,children's games at home,manifests_in,1,arabculture
928,929,children's games at home,spinning top game,manifests_in,1,arabculture
716,930,egyptian,children's games,manifests_in,3,arabculture
930,931,children's games,snakes and ladders,manifests_in,1,arabculture
716,932,egyptian,children's indoor games,manifests_in,1,arabculture
932,933,children's indoor games,bank of luck board game,manifests_in,1,arabculture
932,934,children's indoor games,economic simulation play,contextualizes,1,arabculture
934,935,economic simulation play,city building and banking,manifests_in,1,arabculture
0,936,human,childhood games,manifests_in,2,arabculture
936,716,childhood games,egyptian,varies_by,1,arabculture
716,937,egyptian,family-based play,manifests_in,1,arabculture
937,938,family-based play,guessing game with physical contact,manifests_in,1,arabculture
938,939,guessing game with physical contact,child stands with back turned,manifests_in,1,arabculture
938,940,guessing game with physical contact,family members identify the hitter,manifests_in,1,arabculture
716,941,egyptian,children's outdoor games,manifests_in,2,arabculture
941,942,children's outdoor games,electricity tag game,manifests_in,1,arabculture
0,943,human,play and recreation,manifests_in,2,arabculture
943,716,play and recreation,egyptian,varies_by,1,arabculture
941,944,children's outdoor games,beyouda ball game,manifests_in,1,arabculture
716,572,egyptian,children outdoor play,manifests_in,1,arabculture
572,945,children outdoor play,thabt sanam game,manifests_in,1,arabculture
572,946,children outdoor play,streets and homes,contextualizes,1,arabculture
716,947,egyptian,children outdoor games,manifests_in,1,arabculture
947,948,children outdoor games,playing with marbles,manifests_in,1,arabculture
948,949,playing with marbles,glass marbles,manifests_in,1,arabculture
716,950,egyptian,pre-burial shroud preparation,manifests_in,1,arabculture
950,951,pre-burial shroud preparation,three wrappings for male deceased,manifests_in,1,arabculture
952,953,death ritual,shroud preparation for women,manifests_in,1,arabculture
953,954,shroud preparation for women,five-layered shroud wrapping,manifests_in,1,arabculture
953,955,shroud preparation for women,family purchases shroud,manifests_in,1,arabculture
955,954,family purchases shroud,five-layered shroud wrapping,contextualizes,1,arabculture
30,956,religion,islamic burial practice,contextualizes,1,arabculture
956,957,islamic burial practice,corpse positioning in grave,manifests_in,1,arabculture
957,958,corpse positioning in grave,body placed on right side,manifests_in,1,arabculture
31,959,arab,funeral practices,manifests_in,1,arabculture
959,960,funeral practices,pallbearer tradition,manifests_in,1,arabculture
960,961,pallbearer tradition,four men carry coffin,manifests_in,1,arabculture
716,964,egyptian,islamic death rites,manifests_in,1,arabculture
964,962,islamic death rites,post-burial charity practice,manifests_in,1,arabculture
962,963,post-burial charity practice,distributing alms for deceased soul,manifests_in,1,arabculture
31,716,arab,egyptian,contextualizes,2,arabculture
716,965,egyptian,mourning ritual,manifests_in,1,arabculture
965,966,mourning ritual,receiving condolences,influences,1,arabculture
966,967,receiving condolences,holding condolence gathering after burial,manifests_in,1,arabculture
30,965,religion,mourning ritual,contextualizes,1,arabculture
716,968,egyptian,funeral hospitality,manifests_in,1,arabculture
968,969,funeral hospitality,offering food after burial,manifests_in,1,arabculture
716,970,egyptian,mourning ritual with quranic recitation,manifests_in,1,arabculture
970,971,mourning ritual with quranic recitation,inviting quranic reciter to condolence gathering,manifests_in,1,arabculture
972,971,post-burial condolence ceremony,inviting quranic reciter to condolence gathering,contextualizes,1,arabculture
31,973,arab,islamic inheritance law,manifests_in,1,arabculture
973,974,islamic inheritance law,debt settlement before inheritance division,manifests_in,1,arabculture
973,975,islamic inheritance law,sharia-based estate distribution,manifests_in,1,arabculture
278,716,art,egyptian,contextualizes,7,arabculture
716,976,egyptian,traditional music performance,manifests_in,2,arabculture
976,977,traditional music performance,ney flute playing,manifests_in,1,arabculture
977,978,ney flute playing,upper egypt cafes,varies_by,1,arabculture
976,979,traditional music performance,rebab playing,manifests_in,1,arabculture
976,980,traditional music performance,upper egypt celebrations,contextualizes,1,arabculture
980,981,upper egypt celebrations,wedding festivities,manifests_in,1,arabculture
0,278,human,art,influences,15,arabculture
716,982,egyptian,folk music ensemble,manifests_in,1,arabculture
982,984,folk music ensemble,three to five musicians,manifests_in,1,arabculture
716,985,egyptian,patriotic song tradition,manifests_in,1,arabculture
985,987,patriotic song tradition,raihin shaylin faidna silah,manifests_in,1,arabculture
986,987,october victory commemoration,raihin shaylin faidna silah,contextualizes,1,arabculture
987,988,raihin shaylin faidna silah,egyptian radio broadcast,manifests_in,1,arabculture
716,989,egyptian,celebratory songs for festivals,manifests_in,1,arabculture
989,990,celebratory songs for festivals,shm el-nessim songs,manifests_in,1,arabculture
716,991,egyptian,ramadan seasonal music,manifests_in,1,arabculture
991,992,ramadan seasonal music,ramadan jana song broadcast,manifests_in,1,arabculture
991,993,ramadan seasonal music,egyptian radio annual practice,varies_by,1,arabculture
716,994,egyptian,upper egypt traditions,varies_by,1,arabculture
994,995,upper egypt traditions,stick dance practices,manifests_in,1,arabculture
995,996,stick dance practices,tahtib dance,manifests_in,1,arabculture
716,303,egyptian,local dance traditions,manifests_in,1,arabculture
303,997,local dance traditions,tanoura spinning dance,manifests_in,1,arabculture
998,999,religious and social celebrations,moulids and public gatherings,manifests_in,1,arabculture
997,999,tanoura spinning dance,moulids and public gatherings,contextualizes,1,arabculture
716,1000,egyptian,baladi dance,manifests_in,1,arabculture
1001,1000,celebration and joy,baladi dance,influences,1,arabculture
1000,465,baladi dance,wedding celebrations,manifests_in,1,arabculture
278,31,art,arab,contextualizes,1,arabculture
31,1003,arab,bedouin dance tradition,originates_from,1,arabculture
1003,1004,bedouin dance tradition,dabke dance,manifests_in,1,arabculture
716,1005,egyptian,father-child bonding through work,manifests_in,1,arabculture
1005,1006,father-child bonding through work,father teaches home repair on weekly holiday,manifests_in,1,arabculture
716,1007,egyptian,parental involvement in education,manifests_in,1,arabculture
1007,1008,parental involvement in education,mother monitoring homework completion,manifests_in,1,arabculture
716,1009,egyptian,grandparent-grandchild relations,manifests_in,1,arabculture
1009,1010,grandparent-grandchild relations,grandparents overseeing grandchildren in gatherings,manifests_in,1,arabculture
1011,1010,community gatherings,grandparents overseeing grandchildren in gatherings,contextualizes,1,arabculture
716,1012,egyptian,grandparent authority and refuge,manifests_in,1,arabculture
1012,1013,grandparent authority and refuge,grandchildren seek grandmother in trouble,manifests_in,1,arabculture
716,1014,egyptian,mango cultivation,manifests_in,1,arabculture
1014,1015,mango cultivation,delta and ismailia regions,varies_by,1,arabculture
716,1016,egyptian,seasonal agricultural practices,manifests_in,1,arabculture
1016,1017,seasonal agricultural practices,pomegranate cultivation,manifests_in,1,arabculture
1017,1019,pomegranate cultivation,pomegranate seeds sown in spring,manifests_in,1,arabculture
1018,1019,spring planting season,pomegranate seeds sown in spring,contextualizes,1,arabculture
1017,1,pomegranate cultivation,food,originates_from,1,arabculture
716,1020,egyptian,watermelon cultivation,manifests_in,1,arabculture
1020,1021,watermelon cultivation,seasonal planting may to july,manifests_in,1,arabculture
1020,1022,watermelon cultivation,heat avoidance in farming,contextualizes,1,arabculture
1023,1020,nile valley agriculture,watermelon cultivation,manifests_in,1,arabculture
328,716,agriculture,egyptian,contextualizes,1,arabculture
716,1024,egyptian,nile valley farming practices,manifests_in,1,arabculture
1024,1025,nile valley farming practices,flood irrigation method,manifests_in,1,arabculture
716,1026,egyptian,cotton harvest seasonal cycle,manifests_in,1,arabculture
1026,1027,cotton harvest seasonal cycle,september to november cotton picking,manifests_in,1,arabculture
0,31,human,arab,manifests_in,2,arabculture
716,344,egyptian,proverbs and sayings,manifests_in,2,arabculture
344,1029,proverbs and sayings,shame leads to death,manifests_in,1,arabculture
716,1030,egyptian,proverbs and folk sayings,manifests_in,1,arabculture
1030,1031,proverbs and folk sayings,daughter resembles mother,manifests_in,1,arabculture
17,1032,family,maternal resemblance belief,manifests_in,1,arabculture
1031,1032,daughter resembles mother,maternal resemblance belief,originates_from,1,arabculture
342,716,language,egyptian,varies_by,1,arabculture
344,1034,proverbs and sayings,wind takes from tiles,manifests_in,1,arabculture
1033,1034,futility proverb,wind takes from tiles,manifests_in,1,arabculture
31,357,arab,proverb tradition,manifests_in,1,arabculture
357,1035,proverb tradition,egyptian colloquial proverbs,varies_by,1,arabculture
1035,1036,egyptian colloquial proverbs,victim playing deception,manifests_in,1,arabculture
1037,344,egyptian arabic,proverbs and sayings,manifests_in,1,arabculture
344,1038,proverbs and sayings,contentment with present,manifests_in,1,arabculture
1038,1039,contentment with present,ya qaa'deen yakfeekoum sharr al-jayeen,manifests_in,1,arabculture
716,1040,egyptian,sibling education together,manifests_in,1,arabculture
1040,1041,sibling education together,brothers attending same school,manifests_in,1,arabculture
17,716,family,egyptian,manifests_in,1,arabculture
716,1042,egyptian,sibling sharing and cooperation,honors,1,arabculture
1042,1043,sibling sharing and cooperation,younger brothers sharing resources,manifests_in,1,arabculture
17,31,family,arab,contextualizes,1,arabculture
31,1044,arab,paternal cousins bonding,manifests_in,1,arabculture
1044,1045,paternal cousins bonding,periodic cousin gatherings,manifests_in,1,arabculture
1046,1047,egyptian nile valley,recreational family assemblies,manifests_in,1,arabculture
1045,1047,periodic cousin gatherings,recreational family assemblies,honors,1,arabculture
716,1048,egyptian,parent-child bonding,manifests_in,1,arabculture
1048,1049,parent-child bonding,weekly recreational outing,manifests_in,1,arabculture
716,1050,egyptian,bedtime storytelling with moral lessons,manifests_in,1,arabculture
1050,1051,bedtime storytelling with moral lessons,parents reading moral stories before sleep,manifests_in,1,arabculture
716,1052,egyptian,iftar preparation,manifests_in,1,arabculture
1052,1053,iftar preparation,honey and tahini,manifests_in,1,arabculture
716,5,egyptian,family breakfast tradition,manifests_in,1,arabculture
5,718,family breakfast tradition,foul preparation,manifests_in,1,arabculture
17,1054,family,shared meal gatherings,manifests_in,1,arabculture
5,1054,family breakfast tradition,shared meal gatherings,influences,1,arabculture
716,1055,egyptian,family breakfast gathering,manifests_in,1,arabculture
1055,1056,family breakfast gathering,basara preparation,manifests_in,1,arabculture
766,1056,shared meal tradition,basara preparation,contextualizes,1,arabculture
716,1057,egyptian,lunch meal preparation,manifests_in,1,arabculture
1057,1058,lunch meal preparation,musaqa dish,manifests_in,1,arabculture
1057,1059,lunch meal preparation,serving at table,manifests_in,1,arabculture
716,1060,egyptian,family meal practices,manifests_in,1,arabculture
1060,1062,family meal practices,al-weka tradition,manifests_in,1,arabculture
1061,1062,loyalty in family dining,al-weka tradition,manifests_in,1,arabculture
716,1063,egyptian,sprouted fava bean soup,manifests_in,1,arabculture
1063,1064,sprouted fava bean soup,foul nabat preparation,manifests_in,1,arabculture
716,1065,egyptian,preparing lunch meal,manifests_in,1,arabculture
1065,1066,preparing lunch meal,fesikh preparation,manifests_in,1,arabculture
716,1067,egyptian,meal preparation practice,manifests_in,1,arabculture
1067,1068,meal preparation practice,preparing molokhia,manifests_in,1,arabculture
716,1069,egyptian,dinner meal practice,manifests_in,1,arabculture
1069,1070,dinner meal practice,cheese and tomato dish,manifests_in,1,arabculture
716,1071,egyptian,dinner meal preparation,manifests_in,1,arabculture
1071,1072,dinner meal preparation,shakshuka,manifests_in,1,arabculture
716,1073,egyptian,evening family gathering,manifests_in,1,arabculture
411,1074,ramadan iftar preparation,mother prepares duck,manifests_in,1,arabculture
584,411,ramadan fasting month,ramadan iftar preparation,contextualizes,1,arabculture
1075,584,islamic fasting,ramadan fasting month,manifests_in,1,arabculture
411,1076,ramadan iftar preparation,stuffed pigeon dish,manifests_in,1,arabculture
1075,411,islamic fasting,ramadan iftar preparation,contextualizes,1,arabculture
716,35,egyptian,ramadan fasting practice,manifests_in,3,arabculture
35,1078,ramadan fasting practice,salaah al-reqaq on iftar,manifests_in,1,arabculture
1075,35,islamic fasting,ramadan fasting practice,contextualizes,1,arabculture
30,1075,religion,islamic fasting,manifests_in,1,arabculture
402,1079,ramadan iftar meal,kofta dawood pasha,manifests_in,1,arabculture
402,89,ramadan iftar meal,family gathering,contextualizes,1,arabculture
35,1080,ramadan fasting practice,iftar meal preparation,manifests_in,1,arabculture
1081,1080,wife prepares iftar,iftar meal preparation,manifests_in,1,arabculture
1080,1082,iftar meal preparation,molokhia with chicken,manifests_in,1,arabculture
716,1083,egyptian,ramadan suhoor meal,manifests_in,1,arabculture
1083,1084,ramadan suhoor meal,prepare salty herb omelette,manifests_in,1,arabculture
49,1085,ramadan pre-dawn meal,falafel for suhoor,manifests_in,1,arabculture
49,1086,ramadan pre-dawn meal,eggs with cured meat,manifests_in,1,arabculture
49,1087,ramadan pre-dawn meal,rolled eggs dish,manifests_in,1,arabculture
1088,49,islamic fasting practice,ramadan pre-dawn meal,contextualizes,1,arabculture
716,1089,egyptian,dessert preparation and gifting,manifests_in,1,arabculture
1089,1090,dessert preparation and gifting,um ali pastry,manifests_in,1,arabculture
716,1091,egyptian,family meal preparation,manifests_in,1,arabculture
1091,1092,family meal preparation,zalabiya dessert,manifests_in,1,arabculture
17,1093,family,shared family dining,manifests_in,1,arabculture
1092,1093,zalabiya dessert,shared family dining,contextualizes,1,arabculture
716,1094,egyptian,father brings sweets home,originates_from,1,arabculture
1094,1095,father brings sweets home,qatayef pastry purchase,manifests_in,1,arabculture
1096,1094,paternal provision ritual,father brings sweets home,contextualizes,1,arabculture
716,1097,egyptian,father brings fruits home,manifests_in,1,arabculture
1097,1098,father brings fruits home,prickly pear,manifests_in,1,arabculture
716,1099,egyptian,fruit consumption practices,manifests_in,1,arabculture
1099,1100,fruit consumption practices,sycamore fig enjoyment,manifests_in,1,arabculture
1101,1100,maternal food preferences,sycamore fig enjoyment,manifests_in,1,arabculture
716,1102,egyptian,family food provision,manifests_in,1,arabculture
1102,1103,family food provision,purchasing guava for family,manifests_in,1,arabculture
17,1104,family,provider role,manifests_in,1,arabculture
1104,1103,provider role,purchasing guava for family,influences,1,arabculture
716,1105,egyptian,preparing snacks for children,manifests_in,1,arabculture
1105,1106,preparing snacks for children,thermos of food during leisure,manifests_in,1,arabculture
17,1107,family,maternal care through feeding,manifests_in,1,arabculture
1107,1105,maternal care through feeding,preparing snacks for children,influences,1,arabculture
775,1108,snacking during entertainment,sunflower seeds (lubb),manifests_in,1,arabculture
1109,775,movie watching,snacking during entertainment,contextualizes,1,arabculture
73,1110,wedding celebration,wedding ceremony location,contextualizes,1,arabculture
1110,1111,wedding ceremony location,nile valley tradition,originates_from,1,arabculture
716,1112,egyptian,wedding preparations,manifests_in,1,arabculture
1112,1113,wedding preparations,furnishing marital home,manifests_in,1,arabculture
1113,1114,furnishing marital home,bride decorates new home,manifests_in,1,arabculture
1112,1115,wedding preparations,pre-wedding celebration,contextualizes,1,arabculture
455,1116,marriage,bride preparation rituals,manifests_in,1,arabculture
1116,1117,bride preparation rituals,bride beauty consultation,manifests_in,1,arabculture
716,1118,egyptian,sister involvement in wedding,originates_from,1,arabculture
1117,1118,bride beauty consultation,sister involvement in wedding,contextualizes,1,arabculture
0,465,human,wedding celebrations,manifests_in,2,arabculture
465,716,wedding celebrations,egyptian,contextualizes,1,arabculture
716,1120,egyptian,female wedding night celebration,manifests_in,1,arabculture
1120,1121,female wedding night celebration,laylat al-farah gathering,manifests_in,1,arabculture
1120,1122,female wedding night celebration,bride invites female friends,manifests_in,1,arabculture
716,1123,egyptian,wedding celebration with music and dance,manifests_in,1,arabculture
1123,1124,wedding celebration with music and dance,bride and groom procession,manifests_in,1,arabculture
1123,1125,wedding celebration with music and dance,live music at wedding,manifests_in,1,arabculture
1123,1126,wedding celebration with music and dance,group dancing at celebration,manifests_in,1,arabculture
1125,1126,live music at wedding,group dancing at celebration,influences,1,arabculture
716,1127,egyptian,wedding celebration music,manifests_in,1,arabculture
1127,1128,wedding celebration music,song coordinator role,contextualizes,1,arabculture
1127,1129,wedding celebration music,talay bil abyad song,manifests_in,1,arabculture
73,1130,wedding celebration,collective dancing at wedding,manifests_in,1,arabculture
73,1131,wedding celebration,community gathering on stage,manifests_in,1,arabculture
716,465,egyptian,wedding celebrations,manifests_in,1,arabculture
465,1132,wedding celebrations,music and dance coordination,manifests_in,1,arabculture
1132,1133,music and dance coordination,song coordinator,manifests_in,1,arabculture
1133,1134,song coordinator,dancing atmosphere,manifests_in,1,arabculture
485,1135,eid al-adha preparation,purchasing sacrifice animal,manifests_in,1,arabculture
485,1136,eid al-adha preparation,father buys livestock,manifests_in,1,arabculture
716,1137,egyptian,religious festival preparation,manifests_in,2,arabculture
716,1138,egyptian,family gift-giving for mawlid,manifests_in,1,arabculture
1138,1139,family gift-giving for mawlid,purchasing halawa mawlid,manifests_in,1,arabculture
487,1140,eid al-fitr preparation,buying new clothes before eid,manifests_in,1,arabculture
716,1141,egyptian,pre-eid religious observance,manifests_in,1,arabculture
1141,844,pre-eid religious observance,fasting on day of arafah,manifests_in,1,arabculture
844,1143,fasting on day of arafah,family participation in fasting,varies_by,1,arabculture
716,1144,egyptian,family baking together,manifests_in,1,arabculture
1137,1145,religious festival preparation,preparing kahk and biscuits,manifests_in,1,arabculture
1144,1145,family baking together,preparing kahk and biscuits,manifests_in,1,arabculture
819,1146,eid prayer observance,father-son attendance,manifests_in,1,arabculture
1147,1146,family participation in worship,father-son attendance,manifests_in,1,arabculture
716,111,egyptian,eid al-adha celebration,manifests_in,1,arabculture
111,119,eid al-adha celebration,animal sacrifice ritual,contextualizes,1,arabculture
119,1148,animal sacrifice ritual,hiring butcher for slaughter,manifests_in,1,arabculture
111,89,eid al-adha celebration,family gathering,manifests_in,1,arabculture
89,1149,family gathering,living room assembly,manifests_in,1,arabculture
716,111,egyptian,eid al-adha celebration,originates_from,1,arabculture
